complaint_id,victim_city,amount,amount_band,victim_bank,fraud_type,transaction_count,mule_bank,complaint_hour,complaint_delay_hours,day_of_week,withdrawal_cluster_id
CMP01551,Hyderabad,38658.1,1,HDFC Bank,LOTTERY_FRAUD,10,PNB,19,52,3,13
CMP01552,Delhi,16598.95,1,Yes Bank,IMPERSONATION,8,Indian Bank,15,62,1,5
CMP01553,Jaipur,756362.3,4,Kotak Mahindra,LOTTERY_FRAUD,8,SBI,16,69,4,13
CMP01554,Chennai,80452.29,2,ICICI Bank,TECH_SUPPORT_SCAM,12,Indian Bank,19,12,5,10
CMP01555,Chennai,136732.76,2,HDFC Bank,LOAN_FRAUD,11,Indian Bank,10,24,1,12
CMP01556,Patna,122943.49,2,HDFC Bank,KYC_UPDATE,1,Canara Bank,12,35,2,15
CMP01557,Delhi,32450.5,1,HDFC Bank,JOB_FRAUD,3,SBI,12,40,2,16
CMP01558,Hyderabad,22380.38,1,Yes Bank,IMPERSONATION,10,Bank of Baroda,2,54,6,15
CMP01559,Hyderabad,24120.13,1,Axis Bank,OTP_SCAM,1,SBI,22,29,3,16
CMP01560,Patna,553103.54,4,Kotak Mahindra,LOAN_FRAUD,3,Indian Bank,3,46,1,13
CMP01561,Chennai,10318.28,1,HDFC Bank,TECH_SUPPORT_SCAM,10,Canara Bank,11,45,0,15
CMP01562,Pune,13134.53,1,ICICI Bank,IMPERSONATION,5,Bank of Baroda,10,38,4,18
CMP01563,Patna,27384.98,1,Kotak Mahindra,TECH_SUPPORT_SCAM,5,Canara Bank,9,43,6,18
CMP01564,Surat,109328.29,2,Axis Bank,LOAN_FRAUD,5,SBI,19,32,6,8
CMP01565,Patna,20785.57,1,Kotak Mahindra,LOAN_FRAUD,4,Canara Bank,13,34,0,17
CMP01566,Kolkata,26805.13,1,ICICI Bank,LOTTERY_FRAUD,10,SBI,19,62,5,18
CMP01567,Mumbai,998165.09,4,ICICI Bank,LOAN_FRAUD,2,PNB,18,58,1,12
CMP01568,Delhi,127785.82,2,Kotak Mahindra,JOB_FRAUD,5,Canara Bank,6,37,5,13
CMP01569,Bengaluru,68849.14,2,Kotak Mahindra,TECH_SUPPORT_SCAM,3,Indian Bank,7,2,0,14
CMP01570,Ahmedabad,134986.03,2,HDFC Bank,LOAN_FRAUD,12,PNB,0,19,5,3
CMP01571,Mumbai,179647.87,2,ICICI Bank,LOTTERY_FRAUD,6,Bank of Baroda,16,51,1,12
CMP01572,Lucknow,191657.28,2,Kotak Mahindra,OTP_SCAM,10,SBI,8,47,4,13
CMP01573,Ahmedabad,31681.59,1,ICICI Bank,IMPERSONATION,2,SBI,11,7,1,14
CMP01574,Kolkata,28300.77,1,ICICI Bank,IMPERSONATION,4,SBI,5,34,3,14
CMP01575,Chennai,37725.86,1,Kotak Mahindra,LOAN_FRAUD,7,Indian Bank,21,51,6,0
CMP01576,Lucknow,107214.36,2,Axis Bank,OTP_SCAM,10,PNB,18,7,1,2
CMP01577,Jaipur,49741.88,1,Axis Bank,JOB_FRAUD,8,SBI,9,27,6,18
CMP01578,Delhi,92049.64,2,ICICI Bank,TECH_SUPPORT_SCAM,9,PNB,12,44,1,18
CMP01579,Chennai,85065.97,2,ICICI Bank,INVESTMENT_SCAM,3,Indian Bank,4,3,1,17
CMP01580,Chennai,20145.56,1,HDFC Bank,INVESTMENT_SCAM,1,PNB,14,57,0,3
CMP01581,Jaipur,71299.17,2,Axis Bank,IMPERSONATION,8,SBI,15,45,6,7
CMP01582,Kolkata,47662.49,1,Axis Bank,OTP_SCAM,4,Canara Bank,5,30,5,13
CMP01583,Chennai,192614.2,2,HDFC Bank,LOTTERY_FRAUD,5,PNB,4,6,1,12
CMP01584,Mumbai,69860.41,2,Kotak Mahindra,OTP_SCAM,3,PNB,1,48,0,16
CMP01585,Pune,65238.54,2,Yes Bank,LOAN_FRAUD,12,Bank of Baroda,15,64,2,13
CMP01586,Patna,24390.43,1,Yes Bank,KYC_UPDATE,5,PNB,17,30,4,14
CMP01587,Pune,47245.36,1,Kotak Mahindra,LOTTERY_FRAUD,6,PNB,5,20,2,13
CMP01588,Ahmedabad,30285.33,1,Yes Bank,IMPERSONATION,12,Canara Bank,23,19,1,6
CMP01589,Patna,13438.11,1,HDFC Bank,JOB_FRAUD,2,PNB,1,16,4,13
CMP01590,Surat,161412.09,2,Axis Bank,INVESTMENT_SCAM,7,Indian Bank,1,10,3,15
CMP01591,Surat,14142.76,1,HDFC Bank,LOAN_FRAUD,10,PNB,19,33,5,10
CMP01592,Jaipur,29689.2,1,HDFC Bank,KYC_UPDATE,3,PNB,12,33,1,15
CMP01593,Delhi,25027.22,1,Axis Bank,LOTTERY_FRAUD,3,Canara Bank,12,42,5,18
CMP01594,Chennai,17820.08,1,ICICI Bank,IMPERSONATION,12,SBI,9,38,2,14
CMP01595,Lucknow,28585.0,1,Yes Bank,JOB_FRAUD,6,Indian Bank,5,2,6,13
CMP01596,Mumbai,117229.26,2,Yes Bank,TECH_SUPPORT_SCAM,4,Canara Bank,8,24,3,14
CMP01597,Patna,28094.02,1,Axis Bank,LOTTERY_FRAUD,4,Bank of Baroda,15,61,2,5
CMP01598,Patna,25974.7,1,ICICI Bank,TECH_SUPPORT_SCAM,7,SBI,17,11,1,4
CMP01599,Pune,320727.5,3,Axis Bank,OTP_SCAM,12,Indian Bank,9,15,0,13
CMP01600,Kolkata,155169.71,2,Yes Bank,OTP_SCAM,6,Canara Bank,12,30,3,16
CMP01601,Kolkata,76982.81,2,Yes Bank,IMPERSONATION,11,Canara Bank,13,49,0,15
CMP01602,Mumbai,36188.05,1,ICICI Bank,TECH_SUPPORT_SCAM,12,PNB,1,6,2,15
CMP01603,Pune,43153.43,1,HDFC Bank,KYC_UPDATE,3,PNB,2,48,5,17
CMP01604,Lucknow,29980.14,1,ICICI Bank,TECH_SUPPORT_SCAM,9,Bank of Baroda,12,39,0,14
CMP01605,Hyderabad,49552.87,1,Yes Bank,TECH_SUPPORT_SCAM,1,Indian Bank,4,1,0,5
CMP01606,Jaipur,128117.15,2,Yes Bank,JOB_FRAUD,4,Bank of Baroda,23,50,5,16
CMP01607,Patna,17211.7,1,Kotak Mahindra,KYC_UPDATE,4,PNB,19,19,5,4
CMP01608,Mumbai,12558.55,1,ICICI Bank,LOTTERY_FRAUD,1,PNB,9,21,4,3
CMP01609,Surat,155002.67,2,Kotak Mahindra,LOAN_FRAUD,10,Indian Bank,3,12,3,14
CMP01610,Ahmedabad,422148.06,3,Yes Bank,LOTTERY_FRAUD,10,Indian Bank,22,68,0,13
CMP01611,Surat,27279.64,1,Yes Bank,KYC_UPDATE,1,SBI,13,3,5,14
CMP01612,Delhi,23466.42,1,Axis Bank,OTP_SCAM,12,PNB,17,51,1,0
CMP01613,Pune,45451.84,1,HDFC Bank,TECH_SUPPORT_SCAM,3,Canara Bank,7,71,5,18
CMP01614,Patna,28044.07,1,ICICI Bank,IMPERSONATION,10,Indian Bank,17,56,1,13
CMP01615,Chennai,125240.25,2,ICICI Bank,INVESTMENT_SCAM,4,Indian Bank,12,27,1,13
CMP01616,Lucknow,930440.76,4,Axis Bank,KYC_UPDATE,11,SBI,12,23,3,14
CMP01617,Mumbai,30233.66,1,HDFC Bank,LOAN_FRAUD,4,SBI,5,26,1,4
CMP01618,Pune,479462.09,3,Yes Bank,KYC_UPDATE,12,Indian Bank,5,60,5,14
CMP01619,Surat,13798.88,1,HDFC Bank,TECH_SUPPORT_SCAM,8,Bank of Baroda,1,55,6,18
CMP01620,Pune,171982.8,2,Yes Bank,OTP_SCAM,2,Indian Bank,7,10,4,16
CMP01621,Mumbai,48797.48,1,Kotak Mahindra,IMPERSONATION,12,Indian Bank,13,69,5,9
CMP01622,Pune,198601.36,2,Kotak Mahindra,TECH_SUPPORT_SCAM,12,PNB,23,20,5,18
CMP01623,Kolkata,70754.87,2,Yes Bank,IMPERSONATION,10,Canara Bank,14,27,2,18
CMP01624,Bengaluru,27406.21,1,Axis Bank,LOTTERY_FRAUD,10,PNB,20,2,6,12
CMP01625,Jaipur,111800.86,2,Axis Bank,OTP_SCAM,3,Bank of Baroda,18,39,0,18
CMP01626,Jaipur,33811.56,1,HDFC Bank,IMPERSONATION,1,Indian Bank,9,64,2,18
CMP01627,Ahmedabad,34330.5,1,Axis Bank,LOAN_FRAUD,9,SBI,16,39,0,12
CMP01628,Lucknow,130465.22,2,Axis Bank,JOB_FRAUD,7,PNB,17,14,3,13
CMP01629,Hyderabad,35600.39,1,Axis Bank,LOAN_FRAUD,10,SBI,12,2,2,3
CMP01630,Kolkata,26008.59,1,Kotak Mahindra,OTP_SCAM,8,PNB,17,8,0,5
CMP01631,Lucknow,18857.58,1,Axis Bank,LOAN_FRAUD,9,Canara Bank,17,70,4,1
CMP01632,Jaipur,33800.18,1,Axis Bank,TECH_SUPPORT_SCAM,9,Indian Bank,15,34,6,3
CMP01633,Ahmedabad,557662.55,4,ICICI Bank,TECH_SUPPORT_SCAM,3,SBI,11,2,0,15
CMP01634,Pune,166783.14,2,Kotak Mahindra,IMPERSONATION,10,SBI,11,27,0,11
CMP01635,Hyderabad,78737.28,2,HDFC Bank,IMPERSONATION,5,Indian Bank,14,70,5,9
CMP01636,Jaipur,187097.09,2,Yes Bank,IMPERSONATION,9,SBI,0,16,4,15
CMP01637,Mumbai,68431.29,2,ICICI Bank,OTP_SCAM,6,Bank of Baroda,7,35,2,13
CMP01638,Ahmedabad,26877.58,1,Kotak Mahindra,OTP_SCAM,11,Canara Bank,12,48,1,12
CMP01639,Kolkata,115428.19,2,HDFC Bank,LOTTERY_FRAUD,6,Canara Bank,15,18,2,5
CMP01640,Kolkata,18618.19,1,HDFC Bank,LOTTERY_FRAUD,1,Indian Bank,20,38,3,8
CMP01641,Hyderabad,37389.37,1,Kotak Mahindra,JOB_FRAUD,5,Bank of Baroda,10,48,4,16
CMP01642,Mumbai,29563.96,1,ICICI Bank,LOTTERY_FRAUD,4,Indian Bank,2,18,2,12
CMP01643,Kolkata,109157.97,2,Yes Bank,KYC_UPDATE,1,SBI,21,24,0,2
CMP01644,Chennai,40896.04,1,ICICI Bank,JOB_FRAUD,8,Bank of Baroda,17,70,5,16
CMP01645,Lucknow,22210.95,1,Axis Bank,TECH_SUPPORT_SCAM,3,PNB,21,45,1,10
CMP01646,Ahmedabad,34597.91,1,HDFC Bank,KYC_UPDATE,6,Indian Bank,14,9,0,14
CMP01647,Hyderabad,22290.25,1,Yes Bank,TECH_SUPPORT_SCAM,5,SBI,15,30,6,15
CMP01648,Hyderabad,159837.3,2,Kotak Mahindra,LOTTERY_FRAUD,12,Indian Bank,3,60,0,12
CMP01649,Hyderabad,19254.72,1,Axis Bank,INVESTMENT_SCAM,4,Indian Bank,16,69,0,18
CMP01650,Mumbai,128174.85,2,HDFC Bank,IMPERSONATION,4,PNB,19,24,3,16
CMP01651,Lucknow,41776.16,1,Yes Bank,JOB_FRAUD,9,PNB,15,70,3,16
CMP01652,Bengaluru,37660.38,1,HDFC Bank,LOTTERY_FRAUD,3,Canara Bank,13,42,6,12
CMP01653,Lucknow,14295.2,1,HDFC Bank,JOB_FRAUD,9,SBI,13,62,1,16
CMP01654,Surat,16503.41,1,Kotak Mahindra,KYC_UPDATE,12,Bank of Baroda,12,9,2,15
CMP01655,Ahmedabad,33501.68,1,Kotak Mahindra,LOAN_FRAUD,6,Canara Bank,18,4,5,12
CMP01656,Chennai,866128.25,4,Yes Bank,JOB_FRAUD,9,SBI,21,44,1,18
CMP01657,Hyderabad,47515.32,1,ICICI Bank,LOAN_FRAUD,7,Canara Bank,16,39,4,14
CMP01658,Jaipur,183474.94,2,ICICI Bank,TECH_SUPPORT_SCAM,6,Indian Bank,10,45,6,14
CMP01659,Kolkata,119414.12,2,ICICI Bank,OTP_SCAM,8,SBI,17,10,6,16
CMP01660,Mumbai,129368.14,2,Kotak Mahindra,JOB_FRAUD,6,SBI,8,43,6,16
CMP01661,Jaipur,283848.92,3,ICICI Bank,IMPERSONATION,7,Indian Bank,5,28,5,16
CMP01662,Ahmedabad,34390.18,1,Yes Bank,TECH_SUPPORT_SCAM,2,SBI,15,69,0,18
CMP01663,Surat,175009.18,2,Yes Bank,OTP_SCAM,11,Indian Bank,14,60,4,13
CMP01664,Ahmedabad,106050.32,2,Yes Bank,IMPERSONATION,4,PNB,20,41,5,14
CMP01665,Pune,52996.28,2,Axis Bank,OTP_SCAM,3,PNB,23,16,0,16
CMP01666,Chennai,445899.02,3,Yes Bank,OTP_SCAM,10,PNB,20,41,2,16
CMP01667,Patna,169640.16,2,HDFC Bank,OTP_SCAM,6,Indian Bank,16,16,0,12
CMP01668,Chennai,23730.04,1,Kotak Mahindra,LOAN_FRAUD,7,PNB,22,68,3,13
CMP01669,Mumbai,110141.48,2,ICICI Bank,JOB_FRAUD,9,Canara Bank,7,27,2,13
CMP01670,Pune,981257.75,4,Axis Bank,OTP_SCAM,6,Indian Bank,13,12,2,13
CMP01671,Mumbai,29493.74,1,Axis Bank,INVESTMENT_SCAM,7,Bank of Baroda,5,46,2,3
CMP01672,Ahmedabad,690755.46,4,Axis Bank,KYC_UPDATE,7,PNB,21,18,6,14
CMP01673,Kolkata,26872.97,1,Kotak Mahindra,JOB_FRAUD,3,SBI,20,49,3,18
CMP01674,Lucknow,42680.01,1,HDFC Bank,LOTTERY_FRAUD,5,Bank of Baroda,21,53,0,14
CMP01675,Pune,145222.02,2,ICICI Bank,TECH_SUPPORT_SCAM,9,Canara Bank,9,53,6,18
CMP01676,Chennai,49205.17,1,Yes Bank,OTP_SCAM,1,Indian Bank,0,34,1,12
CMP01677,Lucknow,20823.53,1,HDFC Bank,LOTTERY_FRAUD,11,Canara Bank,3,68,6,13
CMP01678,Delhi,112758.36,2,Yes Bank,INVESTMENT_SCAM,10,Bank of Baroda,12,34,5,0
CMP01679,Kolkata,607318.01,4,Yes Bank,LOTTERY_FRAUD,5,Indian Bank,8,41,6,3
CMP01680,Bengaluru,68492.88,2,Yes Bank,INVESTMENT_SCAM,3,Bank of Baroda,8,26,0,15
CMP01681,Ahmedabad,18330.58,1,Axis Bank,KYC_UPDATE,4,SBI,16,67,0,14
CMP01682,Pune,82167.36,2,Axis Bank,JOB_FRAUD,4,Indian Bank,9,61,3,16
CMP01683,Surat,66907.56,2,HDFC Bank,INVESTMENT_SCAM,1,Indian Bank,11,25,4,13
CMP01684,Kolkata,20580.29,1,Yes Bank,OTP_SCAM,7,PNB,5,6,2,12
CMP01685,Patna,10292.91,1,HDFC Bank,KYC_UPDATE,8,Canara Bank,8,9,0,17
CMP01686,Mumbai,49913.23,1,Yes Bank,LOAN_FRAUD,3,PNB,7,71,5,15
CMP01687,Mumbai,28624.64,1,ICICI Bank,LOAN_FRAUD,5,PNB,18,72,3,13
CMP01688,Chennai,29840.36,1,ICICI Bank,IMPERSONATION,6,PNB,9,19,1,15
CMP01689,Ahmedabad,57742.65,2,HDFC Bank,LOTTERY_FRAUD,9,SBI,6,40,3,12
CMP01690,Delhi,27946.03,1,Kotak Mahindra,INVESTMENT_SCAM,3,SBI,20,22,0,4
CMP01691,Delhi,42103.51,1,Yes Bank,OTP_SCAM,4,Canara Bank,23,18,0,12
CMP01692,Delhi,54503.76,2,Axis Bank,OTP_SCAM,8,Bank of Baroda,3,64,1,16
CMP01693,Jaipur,40105.41,1,ICICI Bank,OTP_SCAM,8,Indian Bank,1,58,1,12
CMP01694,Patna,148262.9,2,HDFC Bank,IMPERSONATION,8,Indian Bank,15,19,1,15
CMP01695,Surat,16687.35,1,Kotak Mahindra,LOAN_FRAUD,8,SBI,2,61,6,13
CMP01696,Ahmedabad,93970.36,2,HDFC Bank,INVESTMENT_SCAM,4,PNB,4,24,2,17
CMP01697,Kolkata,415902.48,3,Axis Bank,OTP_SCAM,4,PNB,2,19,5,0
CMP01698,Hyderabad,10904.16,1,Kotak Mahindra,LOAN_FRAUD,3,Bank of Baroda,21,24,3,13
CMP01699,Chennai,28624.75,1,ICICI Bank,KYC_UPDATE,7,Bank of Baroda,9,72,0,4
CMP01700,Bengaluru,25290.6,1,Axis Bank,LOAN_FRAUD,9,Indian Bank,4,14,0,12
CMP01701,Kolkata,762494.95,4,Kotak Mahindra,KYC_UPDATE,7,Indian Bank,23,69,3,17
CMP01702,Kolkata,926283.68,4,ICICI Bank,IMPERSONATION,7,Bank of Baroda,16,68,2,15
CMP01703,Jaipur,11301.16,1,Yes Bank,INVESTMENT_SCAM,10,SBI,9,17,0,18
CMP01704,Patna,159554.34,2,Yes Bank,IMPERSONATION,7,PNB,4,26,6,14
CMP01705,Lucknow,231258.16,3,Kotak Mahindra,LOAN_FRAUD,8,Canara Bank,5,16,1,13
CMP01706,Hyderabad,51459.25,2,Kotak Mahindra,TECH_SUPPORT_SCAM,3,PNB,2,22,1,15
CMP01707,Delhi,164204.37,2,Axis Bank,LOTTERY_FRAUD,1,Canara Bank,0,8,0,13
CMP01708,Hyderabad,34487.46,1,Kotak Mahindra,INVESTMENT_SCAM,4,Bank of Baroda,0,67,4,17
CMP01709,Hyderabad,48197.8,1,HDFC Bank,KYC_UPDATE,1,Bank of Baroda,2,50,4,4
CMP01710,Kolkata,137295.84,2,Kotak Mahindra,INVESTMENT_SCAM,8,PNB,17,59,5,1
CMP01711,Delhi,43705.81,1,Yes Bank,IMPERSONATION,5,Canara Bank,2,71,3,15
CMP01712,Delhi,195866.13,2,HDFC Bank,INVESTMENT_SCAM,10,SBI,16,36,5,15
CMP01713,Surat,618713.1,4,ICICI Bank,KYC_UPDATE,2,Bank of Baroda,2,41,0,17
CMP01714,Bengaluru,447236.74,3,Yes Bank,LOAN_FRAUD,10,PNB,0,25,5,0
CMP01715,Bengaluru,26444.63,1,ICICI Bank,KYC_UPDATE,4,Canara Bank,14,42,3,8
CMP01716,Patna,38644.56,1,Axis Bank,LOAN_FRAUD,7,Bank of Baroda,3,8,4,0
CMP01717,Surat,46826.02,1,Yes Bank,LOTTERY_FRAUD,12,SBI,20,29,4,12
CMP01718,Ahmedabad,45489.7,1,ICICI Bank,LOTTERY_FRAUD,9,SBI,15,34,5,14
CMP01719,Bengaluru,47222.08,1,ICICI Bank,INVESTMENT_SCAM,5,Bank of Baroda,11,59,0,18
CMP01720,Lucknow,31958.08,1,ICICI Bank,KYC_UPDATE,12,Indian Bank,21,54,0,17
CMP01721,Patna,109637.41,2,HDFC Bank,TECH_SUPPORT_SCAM,11,Canara Bank,1,8,3,15
CMP01722,Ahmedabad,32462.3,1,Kotak Mahindra,LOAN_FRAUD,1,SBI,16,19,3,12
CMP01723,Kolkata,15003.74,1,Yes Bank,INVESTMENT_SCAM,2,Bank of Baroda,20,34,4,0
CMP01724,Surat,42595.87,1,Kotak Mahindra,JOB_FRAUD,6,Bank of Baroda,23,34,2,18
CMP01725,Kolkata,94976.86,2,Kotak Mahindra,LOTTERY_FRAUD,4,Bank of Baroda,0,14,4,0
CMP01726,Jaipur,88920.95,2,ICICI Bank,TECH_SUPPORT_SCAM,8,Canara Bank,11,72,3,18
CMP01727,Bengaluru,77490.93,2,HDFC Bank,LOTTERY_FRAUD,8,PNB,14,1,4,12
CMP01728,Surat,13063.54,1,Kotak Mahindra,TECH_SUPPORT_SCAM,3,PNB,19,57,3,14
CMP01729,Patna,149358.72,2,Axis Bank,LOAN_FRAUD,8,Bank of Baroda,18,8,5,12
CMP01730,Mumbai,49736.87,1,Yes Bank,IMPERSONATION,9,Canara Bank,4,17,1,15
CMP01731,Delhi,132152.56,2,Axis Bank,LOAN_FRAUD,12,Bank of Baroda,3,20,0,13
CMP01732,Patna,41426.19,1,Axis Bank,LOAN_FRAUD,6,PNB,0,52,5,13
CMP01733,Mumbai,13212.31,1,Yes Bank,KYC_UPDATE,4,Bank of Baroda,4,60,1,17
CMP01734,Hyderabad,21500.01,1,ICICI Bank,INVESTMENT_SCAM,11,Canara Bank,16,23,5,17
CMP01735,Lucknow,40965.26,1,HDFC Bank,IMPERSONATION,7,Bank of Baroda,11,13,6,14
CMP01736,Kolkata,91844.88,2,Axis Bank,KYC_UPDATE,4,Canara Bank,23,24,1,3
CMP01737,Delhi,539107.16,4,Axis Bank,IMPERSONATION,12,Indian Bank,7,64,1,16
CMP01738,Delhi,37954.69,1,HDFC Bank,IMPERSONATION,3,PNB,3,58,4,1
CMP01739,Mumbai,46759.34,1,Axis Bank,KYC_UPDATE,1,SBI,15,15,1,17
CMP01740,Patna,39968.6,1,Kotak Mahindra,KYC_UPDATE,7,Indian Bank,20,50,1,11
CMP01741,Surat,21395.81,1,Yes Bank,OTP_SCAM,2,Canara Bank,20,60,6,13
CMP01742,Mumbai,31204.37,1,ICICI Bank,KYC_UPDATE,6,Bank of Baroda,22,16,0,14
CMP01743,Jaipur,157258.83,2,ICICI Bank,OTP_SCAM,10,Bank of Baroda,14,15,3,12
CMP01744,Kolkata,40326.72,1,ICICI Bank,JOB_FRAUD,11,PNB,20,50,2,18
CMP01745,Bengaluru,133948.73,2,ICICI Bank,JOB_FRAUD,8,SBI,3,1,1,17
CMP01746,Pune,48811.22,1,Yes Bank,OTP_SCAM,6,Canara Bank,1,2,1,16
CMP01747,Kolkata,42969.62,1,ICICI Bank,INVESTMENT_SCAM,3,Bank of Baroda,12,5,6,12
CMP01748,Jaipur,25557.34,1,Axis Bank,TECH_SUPPORT_SCAM,11,Bank of Baroda,14,46,0,14
CMP01749,Patna,39432.0,1,Axis Bank,INVESTMENT_SCAM,2,PNB,13,39,6,18
CMP01750,Delhi,47640.68,1,ICICI Bank,JOB_FRAUD,6,PNB,20,67,6,18
CMP01751,Surat,136683.1,2,HDFC Bank,INVESTMENT_SCAM,9,Indian Bank,9,70,6,18
CMP01752,Delhi,42374.76,1,Axis Bank,OTP_SCAM,12,SBI,2,2,2,1
CMP01753,Mumbai,24589.14,1,Axis Bank,LOTTERY_FRAUD,7,SBI,22,71,3,12
CMP01754,Pune,13628.61,1,Yes Bank,INVESTMENT_SCAM,4,Canara Bank,0,42,0,8
CMP01755,Ahmedabad,42335.39,1,Axis Bank,JOB_FRAUD,8,PNB,13,16,2,13
CMP01756,Surat,185874.93,2,HDFC Bank,TECH_SUPPORT_SCAM,9,PNB,15,43,6,15
CMP01757,Lucknow,25055.22,1,HDFC Bank,JOB_FRAUD,6,Canara Bank,20,6,6,13
CMP01758,Chennai,21708.75,1,Kotak Mahindra,LOTTERY_FRAUD,3,SBI,23,48,6,12
CMP01759,Delhi,28427.7,1,Axis Bank,LOTTERY_FRAUD,8,SBI,1,65,3,12
CMP01760,Lucknow,82476.95,2,ICICI Bank,JOB_FRAUD,11,Bank of Baroda,15,41,2,16
CMP01761,Kolkata,125488.23,2,Kotak Mahindra,OTP_SCAM,2,Canara Bank,10,59,5,12
CMP01762,Bengaluru,49250.61,1,Axis Bank,LOTTERY_FRAUD,11,Bank of Baroda,14,24,4,12
CMP01763,Ahmedabad,36108.11,1,Kotak Mahindra,JOB_FRAUD,3,Canara Bank,12,27,1,18
CMP01764,Chennai,15534.53,1,Yes Bank,TECH_SUPPORT_SCAM,8,Bank of Baroda,19,17,1,13
CMP01765,Patna,169599.67,2,HDFC Bank,JOB_FRAUD,11,Bank of Baroda,16,67,3,18
CMP01766,Surat,23874.13,1,Axis Bank,OTP_SCAM,4,Canara Bank,0,68,6,12
CMP01767,Patna,27974.88,1,Kotak Mahindra,INVESTMENT_SCAM,6,SBI,8,2,2,17
CMP01768,Jaipur,28534.94,1,HDFC Bank,IMPERSONATION,9,Bank of Baroda,22,44,2,15
CMP01769,Chennai,121528.53,2,Yes Bank,OTP_SCAM,3,Canara Bank,12,17,3,5
CMP01770,Surat,14131.5,1,ICICI Bank,OTP_SCAM,11,PNB,2,60,6,13
CMP01771,Jaipur,21781.12,1,HDFC Bank,KYC_UPDATE,3,Bank of Baroda,19,70,2,15
CMP01772,Delhi,193303.09,2,Axis Bank,INVESTMENT_SCAM,2,PNB,0,27,4,5
CMP01773,Delhi,52087.13,2,ICICI Bank,LOTTERY_FRAUD,10,Bank of Baroda,8,24,5,12
CMP01774,Ahmedabad,45341.52,1,Yes Bank,OTP_SCAM,2,SBI,0,28,6,12
CMP01775,Jaipur,11315.93,1,HDFC Bank,INVESTMENT_SCAM,11,Canara Bank,18,26,1,15
CMP01776,Hyderabad,179453.82,2,Kotak Mahindra,LOAN_FRAUD,4,Indian Bank,14,21,4,13
CMP01777,Lucknow,226009.05,3,HDFC Bank,INVESTMENT_SCAM,4,Indian Bank,12,42,2,15
CMP01778,Surat,69083.08,2,Yes Bank,KYC_UPDATE,12,PNB,22,21,6,17
CMP01779,Patna,11910.32,1,HDFC Bank,LOTTERY_FRAUD,4,Bank of Baroda,18,55,0,12
CMP01780,Ahmedabad,132944.71,2,Axis Bank,JOB_FRAUD,8,PNB,9,46,1,16
CMP01781,Jaipur,42642.58,1,HDFC Bank,OTP_SCAM,9,Indian Bank,13,64,2,0
CMP01782,Delhi,65492.41,2,Yes Bank,LOTTERY_FRAUD,11,SBI,5,6,1,11
CMP01783,Chennai,32896.89,1,Yes Bank,LOAN_FRAUD,5,SBI,1,29,1,11
CMP01784,Chennai,395742.81,3,ICICI Bank,INVESTMENT_SCAM,1,PNB,2,6,1,10
CMP01785,Delhi,23505.78,1,HDFC Bank,TECH_SUPPORT_SCAM,12,Indian Bank,10,5,1,18
CMP01786,Surat,86840.49,2,ICICI Bank,LOAN_FRAUD,4,Indian Bank,5,38,6,12
CMP01787,Delhi,39616.76,1,Yes Bank,LOTTERY_FRAUD,6,SBI,20,30,0,12
CMP01788,Kolkata,162703.53,2,Yes Bank,KYC_UPDATE,8,SBI,12,41,6,17
CMP01789,Mumbai,13010.16,1,ICICI Bank,OTP_SCAM,8,PNB,14,40,4,12
CMP01790,Ahmedabad,134953.58,2,ICICI Bank,OTP_SCAM,5,Indian Bank,14,44,4,3
CMP01791,Kolkata,64981.18,2,Kotak Mahindra,LOTTERY_FRAUD,2,Bank of Baroda,11,30,5,12
CMP01792,Bengaluru,401499.61,3,ICICI Bank,JOB_FRAUD,11,Indian Bank,3,19,5,13
CMP01793,Jaipur,16333.57,1,ICICI Bank,KYC_UPDATE,1,SBI,23,69,2,14
CMP01794,Chennai,19210.87,1,ICICI Bank,OTP_SCAM,2,SBI,10,46,0,13
CMP01795,Mumbai,43652.65,1,Yes Bank,LOTTERY_FRAUD,5,SBI,16,57,3,14
CMP01796,Hyderabad,39649.96,1,Kotak Mahindra,LOTTERY_FRAUD,3,Indian Bank,4,20,0,8
CMP01797,Surat,47106.84,1,Yes Bank,TECH_SUPPORT_SCAM,10,SBI,0,39,6,18
CMP01798,Jaipur,904502.09,4,Kotak Mahindra,IMPERSONATION,4,Indian Bank,5,72,3,15
CMP01799,Bengaluru,27331.64,1,Kotak Mahindra,LOTTERY_FRAUD,11,Indian Bank,1,67,2,12
CMP01800,Bengaluru,16876.04,1,Kotak Mahindra,LOTTERY_FRAUD,3,Bank of Baroda,23,66,2,18
CMP01801,Bengaluru,160567.07,2,Axis Bank,LOTTERY_FRAUD,11,PNB,2,51,1,5
CMP01802,Delhi,41832.58,1,HDFC Bank,TECH_SUPPORT_SCAM,3,Indian Bank,20,52,1,9
CMP01803,Kolkata,20078.08,1,Yes Bank,JOB_FRAUD,4,Bank of Baroda,5,2,0,5
CMP01804,Chennai,17000.12,1,Axis Bank,LOTTERY_FRAUD,5,SBI,0,2,4,13
CMP01805,Kolkata,10009.87,1,Kotak Mahindra,IMPERSONATION,3,SBI,10,7,4,14
CMP01806,Jaipur,142178.48,2,Axis Bank,KYC_UPDATE,1,SBI,1,11,4,15
CMP01807,Kolkata,47985.51,1,ICICI Bank,LOTTERY_FRAUD,8,Canara Bank,7,49,6,13
